"","dataSource","subject_id","activity","variable","mean"
"355","training",7,"SITTING","time_body_gyro_jerk_magnitude_mean",-0.649748892682731
"356","training",7,"SITTING","time_body_gyro_jerk_magnitude_std",-0.582982689132932
"357","training",7,"SITTING","frequency_body_acceleration_mean_x",-0.504482546899598
"358","training",7,"SITTING","frequency_body_acceleration_mean_y",-0.473237529291566
"359","training",7,"SITTING","frequency_body_acceleration_mean_z",-0.437201882291687
"360","training",7,"SITTING","frequency_body_acceleration_std_x",-0.478681597779518
"361","training",7,"SITTING","frequency_body_acceleration_std_y",-0.483349198381526
"362","training",7,"SITTING","frequency_body_acceleration_std_z",-0.359181784455462
"363","training",7,"SITTING","frequency_body_acceleration_mean_freq_x",-0.369959841736948
"364","training",7,"SITTING","frequency_body_acceleration_mean_freq_y",-0.0187446418277108
"365","training",7,"SITTING","frequency_body_acceleration_mean_freq_z",0.0132051099514458
"366","training",7,"SITTING","frequency_body_acceleration_jerk_mean_x",-0.556494139779518
"367","training",7,"SITTING","frequency_body_acceleration_jerk_mean_y",-0.563194917372972
"368","training",7,"SITTING","frequency_body_acceleration_jerk_mean_z",-0.565807510943293
"369","training",7,"SITTING","frequency_body_acceleration_jerk_std_x",-0.542755182738956
"370","training",7,"SITTING","frequency_body_acceleration_jerk_std_y",-0.546316348600803
"371","training",7,"SITTING","frequency_body_acceleration_jerk_std_z",-0.616771362561446
"372","training",7,"SITTING","frequency_body_acceleration_jerk_mean_freq_x",-0.185527038107964
"373","training",7,"SITTING","frequency_body_acceleration_jerk_mean_freq_y",-0.2722001109751
"374","training",7,"SITTING","frequency_body_acceleration_jerk_mean_freq_z",-0.25919726962494
"375","training",7,"SITTING","frequency_body_gyro_mean_x",-0.572561349140562
"376","training",7,"SITTING","frequency_body_gyro_mean_y",-0.552659990730522
"377","training",7,"SITTING","frequency_body_gyro_mean_z",-0.582576783096385
"378","training",7,"SITTING","frequency_body_gyro_std_x",-0.645724032746988
"379","training",7,"SITTING","frequency_body_gyro_std_y",-0.605575545076305
"380","training",7,"SITTING","frequency_body_gyro_std_z",-0.63780481635743
"381","training",7,"SITTING","frequency_body_gyro_mean_freq_x",-0.129554354642651
"382","training",7,"SITTING","frequency_body_gyro_mean_freq_y",-0.0724776580479518
"383","training",7,"SITTING","frequency_body_gyro_mean_freq_z",-0.0858063119771486
"384","training",7,"SITTING","frequency_body_acceleration_magnitude_mean",-0.421909187971888
"385","training",7,"SITTING","frequency_body_acceleration_magnitude_std",-0.506239545905221
"386","training",7,"SITTING","frequency_body_acceleration_magnitude_mean_freq",-0.0208399166877671
"387","training",7,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.454728752709719
"388","training",7,"SITTING","frequency_body_body_acceleration_jerk_magnitude_std",-0.451508524545382
"389","training",7,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.0779830325314859
"390","training",7,"SITTING","frequency_body_body_gyro_magnitude_mean",-0.555096296344056
"391","training",7,"SITTING","frequency_body_body_gyro_magnitude_std",-0.588176408626506
"392","training",7,"SITTING","frequency_body_body_gyro_magnitude_mean_freq",-0.0048728359476747
"393","training",7,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean",-0.59597963217739
"394","training",7,"SITTING","frequency_body_body_gyro_jerk_magnitude_std",-0.596649181482731
"395","training",7,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.0551503715130522
"396","training",7,"STANDING","time_body_acceleration_mean_x",0.272147411016949
"397","training",7,"STANDING","time_body_acceleration_mean_y",-0.0148790771762712
"398","training",7,"STANDING","time_body_acceleration_mean_z",-0.108562358525424
"399","training",7,"STANDING","time_body_acceleration_std_x",-0.967184238135593
"400","training",7,"STANDING","time_body_acceleration_std_y",-0.925026000677966
"401","training",7,"STANDING","time_body_acceleration_std_z",-0.896604936423729
"402","training",7,"STANDING","time_gravity_acceleration_mean_x",0.845185170677966
"403","training",7,"STANDING","time_gravity_acceleration_mean_y",-0.0265097204440678
"404","training",7,"STANDING","time_gravity_acceleration_mean_z",0.0120837753338983
"405","training",7,"STANDING","time_gravity_acceleration_std_x",-0.950967695084746
"406","training",7,"STANDING","time_gravity_acceleration_std_y",-0.956490563220339
"407","training",7,"STANDING","time_gravity_acceleration_std_z",-0.907621654237288
"408","training",7,"STANDING","time_body_acceleration_jerk_mean_x",0.081120334440678
"409","training",7,"STANDING","time_body_acceleration_jerk_mean_y",0.0103279081584746
"410","training",7,"STANDING","time_body_acceleration_jerk_mean_z",-0.00484609525677966
"411","training",7,"STANDING","time_body_acceleration_jerk_std_x",-0.979491743728814
"412","training",7,"STANDING","time_body_acceleration_jerk_std_y",-0.973177461525424
"413","training",7,"STANDING","time_body_acceleration_jerk_std_z",-0.969923960338983
"414","training",7,"STANDING","time_body_gyro_mean_x",-0.0336209423525424
"415","training",7,"STANDING","time_body_gyro_mean_y",-0.0855567964576271
"416","training",7,"STANDING","time_body_gyro_mean_z",0.0761010826610169
"417","training",7,"STANDING","time_body_gyro_std_x",-0.947573399491525
"418","training",7,"STANDING","time_body_gyro_std_y",-0.951330662881356
"419","training",7,"STANDING","time_body_gyro_std_z",-0.954692526440678
"420","training",7,"STANDING","time_body_gyro_jerk_mean_x",-0.094230497338983
"421","training",7,"STANDING","time_body_gyro_jerk_mean_y",-0.0378533843271186
"422","training",7,"STANDING","time_body_gyro_jerk_mean_z",-0.0498115394966102
"423","training",7,"STANDING","time_body_gyro_jerk_std_x",-0.973763780508475
"424","training",7,"STANDING","time_body_gyro_jerk_std_y",-0.97791306220339
"425","training",7,"STANDING","time_body_gyro_jerk_std_z",-0.984713438135593
"426","training",7,"STANDING","time_body_acceleration_magnitude_mean",-0.930089571694915
"427","training",7,"STANDING","time_body_acceleration_magnitude_std",-0.906345811915254
"428","training",7,"STANDING","time_gravity_acceleration_magnitude_mean",-0.930089571694915
"429","training",7,"STANDING","time_gravity_acceleration_magnitude_std",-0.906345811915254
"430","training",7,"STANDING","time_body_acceleration_jerk_magnitude_mean",-0.975565607288136
"431","training",7,"STANDING","time_body_acceleration_jerk_magnitude_std",-0.96981515
"432","training",7,"STANDING","time_body_gyro_magnitude_mean",-0.921461890338983
"433","training",7,"STANDING","time_body_gyro_magnitude_std",-0.915581062881356
"434","training",7,"STANDING","time_body_gyro_jerk_magnitude_mean",-0.980940017118644
"435","training",7,"STANDING","time_body_gyro_jerk_magnitude_std",-0.974691638135593
"436","training",7,"STANDING","frequency_body_acceleration_mean_x",-0.966632588135593
"437","training",7,"STANDING","frequency_body_acceleration_mean_y",-0.944687678644068
"438","training",7,"STANDING","frequency_body_acceleration_mean_z",-0.926890869322034
"439","training",7,"STANDING","frequency_body_acceleration_std_x",-0.967649575084746
"440","training",7,"STANDING","frequency_body_acceleration_std_y",-0.920279976271186
"441","training",7,"STANDING","frequency_body_acceleration_std_z",-0.889622197288136
"442","training",7,"STANDING","frequency_body_acceleration_mean_freq_x",-0.0662962240898305
"443","training",7,"STANDING","frequency_body_acceleration_mean_freq_y",-0.0778737917627119
"444","training",7,"STANDING","frequency_body_acceleration_mean_freq_z",0.020811015079661
"445","training",7,"STANDING","frequency_body_acceleration_jerk_mean_x",-0.979486725254237
"446","training",7,"STANDING","frequency_body_acceleration_jerk_mean_y",-0.972951938983051
"447","training",7,"STANDING","frequency_body_acceleration_jerk_mean_z",-0.966250347118644
"448","training",7,"STANDING","frequency_body_acceleration_jerk_std_x",-0.981423200508475
"449","training",7,"STANDING","frequency_body_acceleration_jerk_std_y",-0.975507990847458
"450","training",7,"STANDING","frequency_body_acceleration_jerk_std_z",-0.972198541016949
"451","training",7,"STANDING","frequency_body_acceleration_jerk_mean_freq_x",0.157672339577966
"452","training",7,"STANDING","frequency_body_acceleration_jerk_mean_freq_y",-0.101503394645763
"453","training",7,"STANDING","frequency_body_acceleration_jerk_mean_freq_z",-0.0559360180762712
"454","training",7,"STANDING","frequency_body_gyro_mean_x",-0.944282004067797
"455","training",7,"STANDING","frequency_body_gyro_mean_y",-0.958589813728814
"456","training",7,"STANDING","frequency_body_gyro_mean_z",-0.961085666440678
"457","training",7,"STANDING","frequency_body_gyro_std_x",-0.949336933728814
"458","training",7,"STANDING","frequency_body_gyro_std_y",-0.947958669661017
"459","training",7,"STANDING","frequency_body_gyro_std_z",-0.957000890677966
"460","training",7,"STANDING","frequency_body_gyro_mean_freq_x",-0.155329351050847
"461","training",7,"STANDING","frequency_body_gyro_mean_freq_y",-0.236432095367966
"462","training",7,"STANDING","frequency_body_gyro_mean_freq_z",-0.0885988096661017
"463","training",7,"STANDING","frequency_body_acceleration_magnitude_mean",-0.925226557169492
"464","training",7,"STANDING","frequency_body_acceleration_magnitude_std",-0.911234750271186
"465","training",7,"STANDING","frequency_body_acceleration_magnitude_mean_freq",0.032159794961017
"466","training",7,"STANDING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.969617348305085
"467","training",7,"STANDING","frequency_body_body_acceleration_jerk_magnitude_std",-0.96923423559322
"468","training",7,"STANDING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.238313727128814
"469","training",7,"STANDING","frequency_body_body_gyro_magnitude_mean",-0.940258003898305
"470","training",7,"STANDING","frequency_body_body_gyro_magnitude_std",-0.915738269491525
"471","training",7,"STANDING","frequency_body_body_gyro_magnitude_mean_freq",-0.163335168413559
"472","training",7,"STANDING","frequency_body_body_gyro_jerk_magnitude_mean",-0.976540026101695
"473","training",7,"STANDING","frequency_body_body_gyro_jerk_magnitude_std",-0.974153719491525
"474","training",7,"STANDING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.0971306262881356
"475","training",8,"SITTING","time_body_acceleration_mean_x",0.270759063295374
"476","training",8,"SITTING","time_body_acceleration_mean_y",-0.0181894974688612
"477","training",8,"SITTING","time_body_acceleration_mean_z",-0.106809623683986
"478","training",8,"SITTING","time_body_acceleration_std_x",-0.582958863017438
"479","training",8,"SITTING","time_body_acceleration_std_y",-0.349383732046263
"480","training",8,"SITTING","time_body_acceleration_std_z",-0.499472687913167
"481","training",8,"SITTING","time_gravity_acceleration_mean_x",0.647498175409253
"482","training",8,"SITTING","time_gravity_acceleration_mean_y",0.0303211113118861
"483","training",8,"SITTING","time_gravity_acceleration_mean_z",0.0836542406807936
"484","training",8,"SITTING","time_gravity_acceleration_std_x",-0.954256666035587
"485","training",8,"SITTING","time_gravity_acceleration_std_y",-0.94844645047331
"486","training",8,"SITTING","time_gravity_acceleration_std_z",-0.923180663601423
"487","training",8,"SITTING","time_body_acceleration_jerk_mean_x",0.084215745375516
"488","training",8,"SITTING","time_body_acceleration_jerk_mean_y",0.000860301581786477
"489","training",8,"SITTING","time_body_acceleration_jerk_mean_z",-0.0196719912994306
"490","training",8,"SITTING","time_body_acceleration_jerk_std_x",-0.575993073911744
"491","training",8,"SITTING","time_body_acceleration_jerk_std_y",-0.458724925167972
"492","training",8,"SITTING","time_body_acceleration_jerk_std_z",-0.66835678475516
"493","training",8,"SITTING","time_body_gyro_mean_x",0.00359053897160142
"494","training",8,"SITTING","time_body_gyro_mean_y",-0.091077509832669
"495","training",8,"SITTING","time_body_gyro_mean_z",0.0640867611561922
"496","training",8,"SITTING","time_body_gyro_std_x",-0.656219242281851
"497","training",8,"SITTING","time_body_gyro_std_y",-0.570941237019217
"498","training",8,"SITTING","time_body_gyro_std_z",-0.511392038012811
"499","training",8,"SITTING","time_body_gyro_jerk_mean_x",-0.104969855200356
"500","training",8,"SITTING","time_body_gyro_jerk_mean_y",-0.0400922240331673
"501","training",8,"SITTING","time_body_gyro_jerk_mean_z",-0.0582887148366548
"502","training",8,"SITTING","time_body_gyro_jerk_std_x",-0.674984452240214
"503","training",8,"SITTING","time_body_gyro_jerk_std_y",-0.683086930288968
"504","training",8,"SITTING","time_body_gyro_jerk_std_z",-0.695970301754448
"505","training",8,"SITTING","time_body_acceleration_magnitude_mean",-0.468522592843416
"506","training",8,"SITTING","time_body_acceleration_magnitude_std",-0.554038979266192
"507","training",8,"SITTING","time_gravity_acceleration_magnitude_mean",-0.468522592843416
"508","training",8,"SITTING","time_gravity_acceleration_magnitude_std",-0.554038979266192
"509","training",8,"SITTING","time_body_acceleration_jerk_magnitude_mean",-0.534248616612028
"510","training",8,"SITTING","time_body_acceleration_jerk_magnitude_std",-0.564471999961566
"511","training",8,"SITTING","time_body_gyro_magnitude_mean",-0.476214943826192
"512","training",8,"SITTING","time_body_gyro_magnitude_std",-0.581422885341281
"513","training",8,"SITTING","time_body_gyro_jerk_magnitude_mean",-0.673625525658363
"514","training",8,"SITTING","time_body_gyro_jerk_magnitude_std",-0.715838385516014
"515","training",8,"SITTING","frequency_body_acceleration_mean_x",-0.581831414648399
"516","training",8,"SITTING","frequency_body_acceleration_mean_y",-0.374944236206406
"517","training",8,"SITTING","frequency_body_acceleration_mean_z",-0.550979388719929
"518","training",8,"SITTING","frequency_body_acceleration_std_x",-0.585343460535587
"519","training",8,"SITTING","frequency_body_acceleration_std_y",-0.378656458967972
"520","training",8,"SITTING","frequency_body_acceleration_std_z",-0.513206312959075
"521","training",8,"SITTING","frequency_body_acceleration_mean_freq_x",-0.216022261686477
"522","training",8,"SITTING","frequency_body_acceleration_mean_freq_y",0.0263297524124555
"523","training",8,"SITTING","frequency_body_acceleration_mean_freq_z",0.0913951982033452
"524","training",8,"SITTING","frequency_body_acceleration_jerk_mean_x",-0.59163500910605
"525","training",8,"SITTING","frequency_body_acceleration_jerk_mean_y",-0.495906215569395
"526","training",8,"SITTING","frequency_body_acceleration_jerk_mean_z",-0.644285802406762
"527","training",8,"SITTING","frequency_body_acceleration_jerk_std_x",-0.598546245236655
"528","training",8,"SITTING","frequency_body_acceleration_jerk_std_y",-0.45636839585694
"529","training",8,"SITTING","frequency_body_acceleration_jerk_std_z",-0.691480916950178
